"","date","season","holiday","snowfall","rainfall","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rep_count"
"20",2018-06-20,"Summer","No Holiday",0,0,34639,21.35,72,2.7,8265,16.05,0.36,2090
"21",2018-06-21,"Summer","No Holiday",0,0,34621,23.3,59,2.1,10095,14.95,0.415,2285
"22",2018-06-22,"Summer","No Holiday",0,0,34079,24.2,34,1.4,16925,10.45,0.49,2131
"23",2018-06-23,"Summer","No Holiday",0,0,31949,24.05,45,2,18450,9.65,0.29,2048
"24",2018-06-24,"Summer","No Holiday",0,0,27028,24.2,69.5,1.9,6895,17.05,0.305,2221
"25",2018-06-25,"Summer","No Holiday",0,0,32702,27.3,55,0.95,9295,17.25,0.345,1987
"26",2018-06-26,"Summer","No Holiday",0,71.5,5200,22.9,94,1.45,3500,19.85,0.03,2187
"27",2018-06-27,"Summer","No Holiday",0,1,29755,22.5,80,1.9,6170,18.9,0.15,1715
"28",2018-06-28,"Summer","No Holiday",0,26.5,21647,22.35,84,0.95,9135,20.2,0.125,1386
"29",2018-06-29,"Summer","No Holiday",0,6.5,30297,24.3,78,1.55,5775,20.4,0.19,1944
"30",2018-06-30,"Summer","No Holiday",0,14.5,20479,24.05,85,0.75,3825,20.85,0.09,1923
"31",2018-07-01,"Summer","No Holiday",0,81,3231,22.1,96,0.7,7825,20.9,0.045,1983
"32",2018-07-02,"Summer","No Holiday",0,61.5,5240,22.05,97,0.6,9055,21.45,0.075,1384
"33",2018-07-03,"Summer","No Holiday",0,0.6,29293,27.25,74,0.7,19450,22.1,0.455,645
"34",2018-07-04,"Summer","No Holiday",0,0,31781,26.75,67.5,1.85,19225,21.3,0.415,1175
"35",2018-07-05,"Summer","No Holiday",0,0.5,28182,24.8,73,1.1,13525,20.5,0.15,2003
"36",2018-07-06,"Summer","No Holiday",0,0,33676,23.4,58,1.9,20000,15.6,0.29,1929
"37",2018-07-07,"Summer","No Holiday",0,0,31076,23,51,1.6,20000,12.65,0.37,1875
"38",2018-07-08,"Summer","No Holiday",0,0,30080,24.2,51.5,1.45,20000,11.65,0.3,1970
"39",2018-07-09,"Summer","No Holiday",0,8.5,6191,20.65,82.5,1,19055,17.55,0.12,1915
"40",2018-07-10,"Summer","No Holiday",0,21.5,20641,23.65,86,0.55,19130,20.3,0.11,1362
"41",2018-07-11,"Summer","No Holiday",0,3.5,24135,27,80.5,0.95,12095,23.65,0.1,1088
"42",2018-07-12,"Summer","No Holiday",0,1,29428,26.65,80.5,1.55,13990,23.1,0.265,1590
"43",2018-07-13,"Summer","No Holiday",0,0,30088,26.95,78,2,16720,22.25,0.25,1770
"44",2018-07-14,"Summer","No Holiday",0,0,25814,27.7,69,2,16030,21.65,0.465,1931
"45",2018-07-15,"Summer","No Holiday",0,0,22790,27.8,73,1.65,15925,21.75,0.405,1868
"46",2018-07-16,"Summer","No Holiday",0,0,26823,28,64,1.6,17900,20.4,0.465,1613
"47",2018-07-17,"Summer","No Holiday",0,0,28435,27.7,66.5,1.65,14030,20.7,0.465,1660
"48",2018-07-18,"Summer","No Holiday",0,0,27896,27.6,67.5,1.5,9445,20.6,0.47,1860
"49",2018-07-19,"Summer","No Holiday",0,0,27820,28.4,63.5,1.75,15490,20.65,0.46,1841
"50",2018-07-20,"Summer","No Holiday",0,0,26699,29.3,62,1.35,12300,21.1,0.465,1848
"51",2018-07-21,"Summer","No Holiday",0,0,21283,29.9,54.5,1.35,16595,19.9,0.465,1799
"52",2018-07-22,"Summer","No Holiday",0,0,18563,31.95,50.5,1.45,18705,19.4,0.38,1594
"53",2018-07-23,"Summer","No Holiday",0,0,24890,30.9,52.5,1.8,19265,20.7,0.34,1274
"54",2018-07-24,"Summer","No Holiday",0,0,24635,30.65,60,1.35,16880,22,0.38,1435
"55",2018-07-25,"Summer","No Holiday",0,0,25918,29.55,66.5,2.5,14490,22.75,0.165,1691
"56",2018-07-26,"Summer","No Holiday",0,0,24915,29.45,70.5,1.3,10625,23.35,0.22,1726
"57",2018-07-27,"Summer","No Holiday",0,0,23275,30.1,73.5,1.7,9595,24.35,0.325,1763
"58",2018-07-28,"Summer","No Holiday",0,7.5,16880,29.05,78.5,1.15,9630,25,0.125,1730
"59",2018-07-29,"Summer","No Holiday",0,0,18190,30.85,47.5,1.35,19610,20.25,0.435,1332
"60",2018-07-30,"Summer","No Holiday",0,0,23695,32.25,50,1.2,20000,20,0.35,1188
"61",2018-07-31,"Summer","No Holiday",0,0,22897,32.15,50.5,1.2,20000,19.95,0.35,1312
"62",2018-08-01,"Summer","No Holiday",0,0,20712,32.95,60.5,1.45,19080,22.35,0.37,1510
"63",2018-08-02,"Summer","No Holiday",0,0,20693,33.1,52.5,1.55,17680,22.35,0.33,1450
"64",2018-08-03,"Summer","No Holiday",0,0,20794,32.15,56.5,1.65,16290,22.85,0.285,1394
"65",2018-08-04,"Summer","No Holiday",0,0,18363,30.2,58.5,2.3,18110,22,0.36,1406
"66",2018-08-05,"Summer","No Holiday",0,2,17415,29.2,76.5,2.7,15215,24.3,0.115,1394
"67",2018-08-06,"Summer","No Holiday",0,6.5,19171,29.95,74,1.45,12920,24.8,0.095,1345
"68",2018-08-07,"Summer","No Holiday",0,0,23806,29.95,65.5,1.05,19905,22.15,0.315,1266
"69",2018-08-08,"Summer","No Holiday",0,0,23880,29.95,68.5,2.05,16940,23.8,0.28,1461
"70",2018-08-09,"Summer","No Holiday",0,2,21644,28.55,79.5,1.65,15670,24.35,0.14,1600
"71",2018-08-10,"Summer","No Holiday",0,0,23833,30.7,56.5,1.05,20000,21.2,0.24,1502
"72",2018-08-11,"Summer","No Holiday",0,0,20009,31.3,54.5,1.5,20000,20.5,0.215,1489
"73",2018-08-12,"Summer","No Holiday",0,5,17498,29.55,57,1.55,20000,20.55,0.135,1397
"74",2018-08-13,"Summer","No Holiday",0,1,22827,30.15,65,1.2,14320,23.5,0.235,1319
"75",2018-08-14,"Summer","No Holiday",0,0,23836,31.15,59,1.35,20000,22.2,0.23,1316
"76",2018-08-15,"Summer","Holiday",0,1,18565,29.75,67,1,19505,22.25,0.14,1501
"77",2018-08-16,"Summer","No Holiday",0,0,25329,28.3,47.5,1.95,20000,20.4,0.25,1425
"78",2018-08-17,"Summer","No Holiday",0,0,28820,26.5,41.5,1.8,20000,11.5,0.285,1393
"79",2018-08-18,"Summer","No Holiday",0,0,26398,26.55,46.5,1.3,20000,13.1,0.23,1662
"80",2018-08-19,"Summer","No Holiday",0,0,24547,27.6,56,0.95,20000,15.6,0.165,1707
"81",2018-08-20,"Summer","No Holiday",0,0,26827,29.15,57.5,1.9,18655,18.9,0.11,1624
"82",2018-08-21,"Summer","No Holiday",0,5,25133,26.8,69.5,2.6,18935,20.75,0.145,1653
"83",2018-08-22,"Summer","No Holiday",0,0,26072,31.65,50.5,1,19920,19.9,0.205,1641
"84",2018-08-23,"Summer","No Holiday",0,2.5,15958,29.85,55,1.75,20000,20,0.02,1633
"85",2018-08-24,"Summer","No Holiday",0,8,11658,24.55,85,2.45,19925,22,0.045,1440
"86",2018-08-25,"Summer","No Holiday",0,0,27302,24.35,71.5,2.4,19235,18.75,0.175,1054
"87",2018-08-26,"Summer","No Holiday",0,2,19310,22.6,69,1.05,19875,17.4,0.095,1287
"88",2018-08-27,"Summer","No Holiday",0,19.5,14435,22.3,89.5,0.8,12010,21.2,0.06,1691
"89",2018-08-28,"Summer","No Holiday",0,95.5,9092,23.45,95.5,0.75,17310,22.1,0.005,1381
"90",2018-08-29,"Summer","No Holiday",0,43,9184,24.6,86.5,2.85,19655,22.2,0,1180
"91",2018-08-30,"Summer","No Holiday",0,9.5,20959,24.9,77.5,1.85,10520,22.2,0.02,1032
"92",2018-08-31,"Summer","No Holiday",0,0.1,27817,24.3,74.5,1.65,18475,19.4,0.095,1132
